log_id,maintenance_date,work_description,cost,drone_id
28875,2026-03-18,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,828.17,285
28876,2026-04-08,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,221.28,510
28877,2025-06-15,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,378.36,287
28878,2026-01-31,Replaced main battery connector due to pin corrosion and tested power draw under load.,631.61,302
28879,2026-01-09,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,523.0,472
28880,2025-08-31,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,385.15,571
28881,2024-12-14,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,879.92,293
28882,2026-03-20,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,657.52,402
28883,2024-12-08,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,160.6,311
28884,2025-09-16,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,490.45,281
28885,2025-08-17,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,415.4,176
28886,2025-04-28,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,812.25,375
28887,2024-12-11,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,211.03,393
28888,2024-10-03,Installed new vibration dampening mounts on the camera gimbal payload.,339.88,515
28889,2023-05-05,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,104.31,359
28890,2024-03-28,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,943.39,322
28891,2026-03-25,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,712.27,538
28892,2023-07-08,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,572.47,108
28893,2024-07-04,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,366.04,376
28894,2023-04-27,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,569.08,136
28895,2025-08-23,Installed new vibration dampening mounts on the camera gimbal payload.,640.67,292
28896,2023-11-04,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,594.57,190
28897,2023-10-01,Thermal camera sensor recalibration and firmware patch application.,402.57,167
28898,2024-06-02,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,513.92,308
28899,2024-09-18,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,798.98,344
28900,2025-02-26,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,186.59,595
28901,2024-11-26,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,575.88,454
28902,2023-09-11,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,389.1,172
28903,2025-07-11,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,894.75,208
28904,2023-10-27,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,228.02,135
28905,2024-08-02,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,976.88,217
28906,2024-09-11,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,404.84,541
28907,2025-02-07,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,862.26,324
28908,2024-07-13,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,564.17,123
28909,2025-09-29,Installed new vibration dampening mounts on the camera gimbal payload.,505.48,484
28910,2024-01-04,Installed new vibration dampening mounts on the camera gimbal payload.,392.56,434
28911,2026-01-01,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,766.84,338
28912,2024-12-28,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,435.14,108
28913,2026-02-04,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,343.61,212
28914,2026-04-10,Replaced main battery connector due to pin corrosion and tested power draw under load.,923.82,406
28915,2024-10-29,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,509.8,524
28916,2025-11-03,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,142.62,600
28917,2025-10-06,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,775.73,201
28918,2024-06-13,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,445.18,583
28919,2026-04-03,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,189.71,475
28920,2026-04-08,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,326.2,585
28921,2025-12-01,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,317.18,596
28922,2023-11-20,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,228.36,112
28923,2025-12-16,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,341.9,436
28924,2024-02-28,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,130.67,553
28925,2025-08-01,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,398.11,547
28926,2026-03-24,Replaced main battery connector due to pin corrosion and tested power draw under load.,178.65,571
28927,2025-03-14,Thermal camera sensor recalibration and firmware patch application.,823.35,460
28928,2024-03-20,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,927.82,525
28929,2026-03-31,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,584.11,362
28930,2026-03-24,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,792.36,406
28931,2025-09-25,Installed new vibration dampening mounts on the camera gimbal payload.,601.75,175
28932,2026-02-19,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,760.4,413
28933,2025-02-05,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,802.86,466
28934,2023-09-16,Replaced main battery connector due to pin corrosion and tested power draw under load.,956.42,291
28935,2026-02-27,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,448.61,590
28936,2025-07-12,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,993.41,400
28937,2025-04-03,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,940.2,188
28938,2024-12-20,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,961.81,2
28939,2026-01-15,Replaced main battery connector due to pin corrosion and tested power draw under load.,830.81,318
28940,2026-01-20,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,664.81,337
28941,2025-09-17,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,174.65,480
28942,2026-04-08,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,718.22,294
28943,2023-10-15,Replaced main battery connector due to pin corrosion and tested power draw under load.,735.49,525
28944,2025-01-27,Thermal camera sensor recalibration and firmware patch application.,344.95,243
28945,2025-02-14,Thermal camera sensor recalibration and firmware patch application.,826.55,470
28946,2025-10-30,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,684.17,134
28947,2025-09-08,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,841.21,399
28948,2025-08-30,Replaced main battery connector due to pin corrosion and tested power draw under load.,142.0,378
28949,2026-01-17,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,262.55,293
28950,2024-03-21,Replaced main battery connector due to pin corrosion and tested power draw under load.,299.13,313
28951,2025-07-03,Thermal camera sensor recalibration and firmware patch application.,952.44,183
28952,2023-02-09,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,879.81,136
28953,2025-12-13,Installed new vibration dampening mounts on the camera gimbal payload.,807.89,182
28954,2025-08-08,Installed new vibration dampening mounts on the camera gimbal payload.,629.96,571
28955,2025-05-28,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,233.71,197
28956,2026-03-07,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,540.48,180
28957,2023-06-24,Installed new vibration dampening mounts on the camera gimbal payload.,103.62,270
28958,2025-10-18,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,258.74,109
28959,2026-01-17,Thermal camera sensor recalibration and firmware patch application.,402.86,444
28960,2026-04-10,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,570.42,426
28961,2024-10-22,Replaced main battery connector due to pin corrosion and tested power draw under load.,353.83,324
28962,2026-04-06,Installed new vibration dampening mounts on the camera gimbal payload.,719.07,329
28963,2024-12-13,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,367.23,243
28964,2024-11-18,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,254.28,3
